
Sat	09:00	1	1	1	1	1
Sat	09:30	1	1	1	1	1
Sat	10:00	1	1	1	1	1
Sat	10:30	1	1	1	1	1
Sat	11:00	1	1	1	1	1
Sat	11:30	1	1	1	1	1
Sat	12:00	1	1	1	1	1
Sat	12:30	1	1	1	1	1
Sat	13:00	1	1	1	1	1
Sat	13:30	1	1	1	1	1
Sat	14:00	1	1	1	1	1
Sat	14:30	1	1	1	1	1
Sat	15:00	1	1	1	1	1
Sat	15:30	1	1	1	1	1
Sat	16:00	1	1	1	1	1
Sat	16:30	1	1	1	1	1
Sat	17:00	1	1	1	1	1
Sat	17:30	1	1	1	1	1
Sat	18:00	1	1	1	1	1
Sat	18:30	1	1	1	1	1
Sat	19:00	1	1	1	1	1
Sat	19:30	1	1	1	1	1
Sat	20:00	1	1	1	1	1
Sat	20:30	1	1	1	1	0
Sat	21:00	0	0	0	0	0
Sat	21:30	0	0	0	0	0
Sat	22:00	0	0	0	0	0
Sun	09:00	1	1	1	1	1
Sun	09:30	1	1	1	1	1
Sun	10:00	1	1	1	1	1
Sun	10:30	1	1	1	1	1
Sun	11:00	1	1	1	1	1
Sun	11:30	1	1	1	1	1
Sun	12:00	1	1	1	1	1
Sun	12:30	1	1	1	1	1
Sun	13:00	1	1	1	1	1
Sun	13:30	1	1	1	1	1
Sun	14:00	1	1	1	1	1
Sun	14:30	1	1	1	1	1
Sun	15:00	1	1	1	1	1
Sun	15:30	1	1	1	1	1
Sun	16:00	1	1	1	1	1
Sun	16:30	1	1	1	1	1
Sun	17:00	1	1	1	1	1
Sun	17:30	1	1	1	1	1
Sun	18:00	1	1	1	1	1
Sun	18:30	1	1	1	1	1
Sun	19:00	1	1	1	1	1
Sun	19:30	1	1	1	1	1
Sun	20:00	1	1	1	1	0
Sun	20:30	1	1	1	1	0
Sun	21:00	0	0	0	0	0
Sun	21:30	0	0	0	0	0
Sun	22:00	0	0	0	0	0
Mon	10:00	0	1	1	1	1
Mon	10:30	1	1	1	1	1
Mon	11:00	1	1	1	1	1
Mon	11:30	1	1	1	0	0
Mon	12:00	1	1	1	1	0
Mon	12:30	1	1	1	1	0
Mon	13:00	1	1	1	1	1
Mon	13:30	1	1	1	1	1
Mon	14:00	1	1	1	1	0
Mon	14:30	1	1	1	1	0
Mon	15:00	1	1	1	1	1
Mon	15:30	1	1	1	1	1
Mon	16:00	1	1	1	1	1
Mon	16:30	1	1	1	1	1
Mon	17:00	1	1	1	1	0
Mon	17:30	1	1	1	1	0
Mon	18:00	1	1	1	1	1
Mon	18:30	0	1	1	1	1
Mon	19:00	1	1	1	1	1
Mon	19:30	1	1	1	1	1
Mon	20:00	1	1	1	1	1
Mon	20:30	1	1	1	1	1
Mon	21:00	1	1	1	1	1
Mon	21:30	1	1	1	1	1
Mon	22:00	0	1	1	0	1
Tue	10:00	1	1	1	0	0
Tue	10:30	1	1	1	0	0
Tue	11:00	1	1	1	0	1
Tue	11:30	1	1	1	1	1
Tue	12:00	1	1	1	1	1
Tue	12:30	1	1	1	1	1
Tue	13:00	1	1	1	1	1
Tue	13:30	1	1	1	1	1
Tue	14:00	1	1	1	1	0
Tue	14:30	0	1	1	1	0
Tue	15:00	1	1	1	1	0
Tue	15:30	1	1	1	1	0
Tue	16:00	1	1	1	1	1
Tue	16:30	1	1	1	1	1
Tue	17:00	1	1	1	1	0
Tue	17:30	1	1	1	1	1
Tue	18:00	1	1	1	1	1
Tue	18:30	1	1	1	1	1
Tue	19:00	1	1	1	1	1
Tue	19:30	1	1	1	1	1
Tue	20:00	1	1	1	1	1
Tue	20:30	1	1	1	1	1
Tue	21:00	1	1	1	1	1
Tue	21:30	1	1	1	1	1
Tue	22:00	1	1	1	1	1
Wed	10:00	1	1	0	1	0
Wed	10:30	1	1	0	1	0
Wed	11:00	1	1	1	1	0
Wed	11:30	1	1	1	1	0
Wed	12:00	1	1	1	1	0
Wed	12:30	1	1	1	1	1
Wed	13:00	1	1	1	1	1
Wed	13:30	1	1	1	1	1
Wed	14:00	1	1	1	1	0
Wed	14:30	1	1	1	1	1
Wed	15:00	1	1	1	1	1
Wed	15:30	1	1	1	1	1
Wed	16:00	1	1	1	1	1
Wed	16:30	1	1	1	1	1
Wed	17:00	0	1	1	0	1
Wed	17:30	1	1	1	1	1
Wed	18:00	1	1	1	1	1
Wed	18:30	1	1	1	1	1
Wed	19:00	1	1	1	1	1
Wed	19:30	1	1	1	1	1
Wed	20:00	1	1	1	1	1
Wed	20:30	1	1	1	1	1
Wed	21:00	1	1	1	1	1
Wed	21:30	1	1	1	1	1
Wed	22:00	0	1	0	1	0
Thu	10:00	1	1	1	1	0
Thu	10:30	1	1	1	1	0
Thu	11:00	1	1	1	1	0
Thu	11:30	1	1	1	1	0
Thu	12:00	1	1	1	1	0
Thu	12:30	1	1	1	1	0
Thu	13:00	1	1	1	1	0
Thu	13:30	1	1	1	1	0
Thu	14:00	1	1	1	1	0
Thu	14:30	1	0	1	1	1
Thu	15:00	1	1	1	1	1
Thu	15:30	1	1	1	1	1
Thu	16:00	1	1	1	1	1
Thu	16:30	1	1	1	1	1
Thu	17:00	1	1	1	1	1
Thu	17:30	1	1	1	1	1
Thu	18:00	1	1	1	1	1
Thu	18:30	1	1	1	1	1
Thu	19:00	1	1	1	1	1
Thu	19:30	1	1	1	1	1
Thu	20:00	1	1	1	1	1
Thu	20:30	1	1	1	1	1
Thu	21:00	1	1	1	1	1
Thu	21:30	1	1	1	1	1
Thu	22:00	1	1	1	1	1
Fri	10:00	1	1	1	1	0
Fri	10:30	1	1	1	1	0
Fri	11:00	1	1	1	1	0
Fri	11:30	1	1	1	1	0
Fri	12:00	1	1	1	1	1
Fri	12:30	1	1	1	1	1
Fri	13:00	1	1	0	1	1
Fri	13:30	1	1	0	1	1
Fri	14:00	1	1	1	1	0
Fri	14:30	1	1	1	1	0
Fri	15:00	1	1	1	1	0
Fri	15:30	1	1	1	1	1
Fri	16:00	1	1	1	1	1
Fri	16:30	1	1	1	1	1
Fri	17:00	1	1	1	1	1
Fri	17:30	1	1	1	1	1
Fri	18:00	1	1	1	1	1
Fri	18:30	1	1	1	1	1
Fri	19:00	1	1	1	1	1
Fri	19:30	1	1	1	1	1
Fri	20:00	1	1	1	1	1
Fri	20:30	1	1	1	1	1
Fri	21:00	1	1	1	1	1
Fri	21:30	1	1	1	1	0
Fri	22:00	1	1	1	1	0
Sat	09:00	1	1	1	1	1
Sat	09:30	1	1	1	1	1
Sat	10:00	1	1	1	1	1
Sat	10:30	1	1	1	1	1
Sat	11:00	1	1	1	1	1
Sat	11:30	1	1	1	1	1
Sat	12:00	1	1	1	1	1
Sat	12:30	1	1	1	1	1
Sat	13:00	1	1	1	1	1
Sat	13:30	1	1	1	1	1
Sat	14:00	1	1	1	1	1
Sat	14:30	1	1	1	1	1
Sat	15:00	1	1	1	1	1
Sat	15:30	1	1	1	1	1
Sat	16:00	1	1	1	1	1
Sat	16:30	1	1	1	1	1
Sat	17:00	1	1	1	1	1
Sat	17:30	1	1	1	1	1
Sat	18:00	1	1	1	1	1
Sat	18:30	1	1	1	1	1
Sat	19:00	1	1	1	1	1
Sat	19:30	1	1	1	1	1
Sat	20:00	1	1	1	1	1
Sat	20:30	1	1	1	1	1
Sat	21:00	0	0	0	0	0
Sat	21:30	0	0	0	0	0
Sat	22:00	0	0	0	0	0
Sun	09:00	1	1	1	1	1
Sun	09:30	1	1	1	1	1
Sun	10:00	1	1	1	1	1
Sun	10:30	1	1	1	1	1
Sun	11:00	1	1	1	1	1
Sun	11:30	1	1	1	1	1
Sun	12:00	1	1	1	1	1
Sun	12:30	1	1	1	1	1
Sun	13:00	1	1	1	1	1
Sun	13:30	1	1	1	1	1
Sun	14:00	1	1	1	1	1
Sun	14:30	1	1	1	1	1
Sun	15:00	1	1	1	1	1
Sun	15:30	1	1	1	1	1
Sun	16:00	1	1	1	1	1
Sun	16:30	1	1	1	1	1
Sun	17:00	1	1	1	1	1
Sun	17:30	1	1	1	1	1
Sun	18:00	1	1	1	1	1
Sun	18:30	1	1	1	1	1
Sun	19:00	1	1	1	1	1
Sun	19:30	1	1	1	1	1
Sun	20:00	1	1	1	1	1
Sun	20:30	1	1	1	1	1
Sun	21:00	0	0	0	0	0
Sun	21:30	0	0	0	0	0
Sun	22:00	0	0	0	0	0
Mon	10:00	1	1	1	1	1
Mon	10:30	1	1	1	1	1
Mon	11:00	1	1	1	1	1
Mon	11:30	1	1	1	1	0
Mon	12:00	1	1	1	1	0
Mon	12:30	1	1	1	1	0
Mon	13:00	1	1	1	1	0
Mon	13:30	1	1	1	1	1
Mon	14:00	1	1	1	1	1
